ticket_name,price,currency,ticket_count,revenue,more_info
Adult Ticket,65.0,SGD,126,8190,Singapore Flyer Ticket + Time Capsule Experience + FunVee Open Top Bus Hop-On Hop-Off 1-Day Bus Tour Adult Ticket
Child Ticket,45.0,SGD,41,1845,Singapore Flyer Ticket + Time Capsule Experience + FunVee Open Top Bus Hop-On Hop-Off 1-Day Bus Tour Child Ticket
Adult Ticket,74.0,SGD,47,3478,Singapore Flyer with Time Capsule + Gardens by the Bay (Flower Dome + Supertree Observatory) Adult Ticket
Child Ticket,46.0,SGD,20,920,Singapore Flyer with Time Capsule + Gardens by the Bay (Flower Dome + Supertree Observatory) Child Ticket
Adult Ticket,89.5,SGD,14,1246,Singapore Flyer Ticket (With Time Capsule Experience) + Night Safari Ticket Adult Ticket
Child Ticket,63.0,SGD,6,378,Singapore Flyer Ticket (With Time Capsule Experience) + Night Safari Ticket Child Ticket
Adult Ticket,123.0,SGD,16,1968,Singapore Flyer Ticket + Time Capsule Experience + Universal Studios Singapore Ticket Adult Ticket
Child Ticket,87.0,SGD,2,174,Singapore Flyer Ticket + Time Capsule Experience + Universal Studios Singapore Ticket Child Ticket
Adult Ticket,85.0,SGD,0,0,Singapore Flyer Ticket (With Time Capsule Experience) + Singapore Zoo Ticket Adult Ticket
Child Ticket,61.0,SGD,0,0,Singapore Flyer Ticket (With Time Capsule Experience) + Singapore Zoo Ticket Child Ticket
Adult Ticket,84.0,SGD,18,1512,Singapore Flyer (With Time Capsule Experience) + S.E.A. Aquarium Ticket Adult Ticket
Child Ticket,58.0,SGD,4,232,Singapore Flyer (With Time Capsule Experience) + S.E.A. Aquarium Ticket Child Ticket
Adult Ticket,167.0,SGD,30,5010,S.E.A. Aquarium ticket + Universal Studios Singapore ticket + Singapore Flyer ticket Adult Ticket
Child Ticket,120.0,SGD,15,1800,S.E.A. Aquarium ticket + Universal Studios Singapore ticket + Singapore Flyer ticket Child Ticket
Family Ticket (2 Adults + 1 Child),126.0,SGD,204,25704,Singapore Zoo Admission Ticket (Includes Tram Rides) Family Ticket (2 Adults + 1 Child)
Family Ticket (1 Adult + 1 Child),81.0,SGD,47,3807,Singapore Zoo Admission Ticket (Includes Tram Rides) Family Ticket (1 Adult + 1 Child)
Adult Ticket,45.6,SGD,251,11295,Singapore Zoo Admission Ticket (Includes Tram Rides) Adult Ticket (Singapore Residents)
Adult Ticket,45.0,SGD,7437,334665,Singapore Zoo Admission Ticket (Includes Tram Rides) Adult Ticket (Non-Singapore Residents)
Child Ticket,31.35,SGD,48,1488,Singapore Zoo Admission Ticket (Includes Tram Rides) Child Ticket (Singapore Residents)
Child Ticket,36.0,SGD,3371,121356,Singapore Zoo Admission Ticket (Includes Tram Rides) Child Ticket (Non-Singapore Residents)
Family Ticket (2 Adults + 2 Children),162.0,SGD,59,9558,Singapore Zoo Admission Ticket (Includes Tram Rides) Family Ticket (2 Adults + 2 Children)
Adult Ticket,77.0,SGD,15,1155,Gardens by the Bay Flower Dome +Cloud Forest Ticket + Singapore Zoo Ticket Adult Ticket
Child Ticket,57.0,SGD,13,741,Gardens by the Bay Flower Dome +Cloud Forest Ticket + Singapore Zoo Ticket Child Ticket
Adult Ticket,128.0,SGD,21,2688,Universal Studios Singapore + Singapore Zoo Admission Ticket Adult Ticket
Child Ticket,98.0,SGD,5,490,Universal Studios Singapore + Singapore Zoo Admission Ticket Child Ticket
Adult Ticket,89.0,SGD,43,3827,S.E.A. Aquarium Ticket + Singapore Zoo Ticket Adult Ticket
Child Ticket,69.0,SGD,12,828,S.E.A. Aquarium Ticket + Singapore Zoo Ticket Child Ticket
Adult Ticket,83.6,SGD,1,83,Singapore Zoo + River Wonders 2-Park Admission Adult Ticket (SG Residents)
Child Ticket,59.85,SGD,0,0,Singapore Zoo + River Wonders 2-Park Admission Child Ticket (SG Residents)
Family Ticket (1 Adult + 1 Child),153.0,SGD,16,2448,Singapore Zoo + River Wonders 2-Park Admission Family Ticket (1 Adult + 1 Child)
Family Ticket (2 Adults + 1 Child),240.0,SGD,66,15840,Singapore Zoo + River Wonders 2-Park Admission Family Ticket (2 Adults + 1 Child)
Adult Ticket,87.0,SGD,206,17922,Singapore Zoo + River Wonders 2-Park Admission Adult Ticket (Non-Singapore Residents)
Child Ticket,62.99,SGD,256,15872,Singapore Zoo + River Wonders 2-Park Admission Child Ticket (Non-Singapore Residents)
Adult Ticket,94.5,SGD,87,8178,Singapore Zoo + Night Safari 2-Park Admission Adult Ticket (Non-Singapore Residents)
Child Ticket,68.99,SGD,125,8500,Singapore Zoo + Night Safari 2-Park Admission Child Ticket (Non-Singapore Residents)
Family Ticket (1 Adult + 1 Child),168.5,SGD,6,1008,Singapore Zoo + Night Safari 2-Park Admission Family Ticket (1 Adult + 1 Child)
Family Ticket (2 Adults + 1 Child),263.0,SGD,19,4997,Singapore Zoo + Night Safari 2-Park Admission Family Ticket (2 Adults + 1 Child)
Adult Ticket,93.0,SGD,37,3441,Singapore Zoo + Bird Paradise 2-Park Admission Adult Ticket (Non-Singapore Residents)
Child Ticket,69.0,SGD,27,1863,Singapore Zoo + Bird Paradise 2-Park Admission Child Ticket (Non-Singapore Residents)
Adult Ticket,136.5,SGD,92,12512,Singapore Zoo + River Wonders + Night Safari 3-in-1 ParkHopper Admission Adult Ticket (Non-Singapore Residents)
Child Ticket,90.0,SGD,186,16740,Singapore Zoo + River Wonders + Night Safari 3-in-1 ParkHopper Admission Child Ticket (Non-Singapore Residents)
Adult Ticket,118.0,SGD,17,2006,Singapore Zoo + River Wonders + Bird Paradise + Night Safari Park Hopper Ticket Adult Ticket (Singapore Residents)
Child Ticket,90.0,SGD,2,180,Singapore Zoo + River Wonders + Bird Paradise + Night Safari Park Hopper Ticket Child Ticket (Singapore Residents)
Adult Ticket,118.0,SGD,2569,303142,Singapore Zoo + River Wonders + Bird Paradise + Night Safari Park Hopper Ticket Adult Ticket (Non-Singapore Residents)
Child Ticket,90.0,SGD,920,82800,Singapore Zoo + River Wonders + Bird Paradise + Night Safari Park Hopper Ticket Child Ticket (Non-Singapore Residents)
Adult Ticket,85.0,SGD,0,0,Adventure Cove Waterpark Ticket + Singapore Zoo Ticket Adult Ticket
Child Ticket,68.0,SGD,0,0,Adventure Cove Waterpark Ticket + Singapore Zoo Ticket Child Ticket
Adult Ticket,85.0,SGD,0,0,Singapore Zoo Admission Ticket + Breakfast with Pongo Adult Ticket - 09:00-10:30
Child Ticket,66.0,SGD,0,0,Singapore Zoo Admission Ticket + Breakfast with Pongo Child Ticket - 09:00-10:30
Family Ticket (2 Adults + 1 Child),236.0,SGD,0,0,Singapore Zoo Admission Ticket + Breakfast with Pongo Family Ticket (2 Adults + 1 Child) - 09:00-10:30
Family Ticket (1 Adult + 1 Child),151.0,SGD,0,0,Singapore Zoo Admission Ticket + Breakfast with Pongo Family Ticket (1 Adult + 1 Child) - 09:00-10:30
Family Ticket (2 Adults + 2 Children),302.0,SGD,0,0,Singapore Zoo Admission Ticket + Breakfast with Pongo Family Ticket (2 Adults + 2 Children) - 09:00-10:30
Standard Ticket,352.0,SGD,29,10208,Singapore Zoo Zoo Adventure Tour Standard Ticket
Adult Ticket,40.0,SGD,1196,47840,Singapore Zoo Meal Coupon-Breakfast in the Wild (Admission Not Included) Adult Ticket-09:00-10:30
Child Ticket,30.0,SGD,395,11850,Singapore Zoo Meal Coupon-Breakfast in the Wild (Admission Not Included) Child Ticket-09:00-10:30
Family Ticket (2 Adults + 1 Child),110.0,SGD,4,440,Singapore Zoo Meal Coupon-Breakfast in the Wild (Admission Not Included) Family Ticket (2 Adults + 1 Child) - 09:00-10:30
Adult Ticket,30.0,SGD,7369,221070,Sands SkyPark Observation Deck Ticket Adult Ticket-Enter before 16:00
Child Ticket,24.0,SGD,1796,43104,Sands SkyPark Observation Deck Ticket Child Ticket-Enter before 16:00
Senior Ticket,24.0,SGD,498,11952,Sands SkyPark Observation Deck Ticket Senior Ticket-Enter before 16:00
Adult Ticket,62.0,SGD,869,53878,Gardens by the Bay Flower Dome + Cloud Forest Ticket + 滨海湾金沙空中花园观景台门票 Adult Ticket - Enter before 16:00
Child Ticket,45.0,SGD,176,7920,Gardens by the Bay Flower Dome + Cloud Forest Ticket + 滨海湾金沙空中花园观景台门票 Child Ticket - Enter before 16:00
Adult Ticket,60.0,SGD,40,2400,滨海湾金沙空中花园观景台门票 + ArtScience Museum Admission Ticket Adult Ticket
Child Ticket,49.0,SGD,8,392,滨海湾金沙空中花园观景台门票 + ArtScience Museum Admission Ticket Child Ticket
Adult Ticket,92.0,SGD,135,12420,滨海湾金沙空中花园观景台门票 + Gardens by the Bay Tickets + ArtScience Museum Admission Ticket Adult Ticket
Child Ticket,70.0,SGD,54,3780,滨海湾金沙空中花园观景台门票 + Gardens by the Bay Tickets + ArtScience Museum Admission Ticket Child Ticket
Adult Ticket,89.7,SGD,126,11214,Marina Bay Pass Adult Ticket-Choose four attractions
Adult Ticket,76.5,SGD,194,14744,Marina Bay Pass Adult Ticket-Choose three attractions
Adult Ticket,99.1,SGD,96,9504,Marina Bay Pass Adult Ticket-Choose five attractions
Child Ticket,75.2,SGD,20,1500,Marina Bay Pass Child Ticket-Choose five attractions
Child Ticket,58.6,SGD,59,3422,Marina Bay Pass Child Ticket-Choose three attractions
Child Ticket,70.4,SGD,44,3080,Marina Bay Pass Child Ticket-Choose four attractions
Adult Ticket,83.0,SGD,105821,8783143,Universal Studios Singapore Admission Ticket Adult Ticket
Child Ticket,62.0,SGD,28157,1745734,Universal Studios Singapore Admission Ticket Child Ticket
Family Ticket (1 Adult + 1 Child),145.0,SGD,346,50170,Universal Studios Singapore Admission Ticket Family Ticket (1 Adult + 1 Child)
Family Ticket (2 Adults + 1 Child),228.0,SGD,531,121068,Universal Studios Singapore Admission Ticket Family Ticket (2 Adults + 1 Child)
Adult Ticket,357.0,SGD,1100,392700,Universal Studios Singapore 1-Day Ticket + Unlimited Express Pass + VIP Services Adult Ticket
Child Ticket,298.0,SGD,477,142146,Universal Studios Singapore 1-Day Ticket + Unlimited Express Pass + VIP Services Child Ticket
Standard Ticket,75.0,SGD,3351,251325,Universal Studios Singapore One-Time Express Pass Standard Ticket
Standard Ticket,83.0,SGD,21192,1758936,Universal Studios Singapore One-Time Express Pass Standard Ticket
Standard Ticket,140.0,SGD,1422,199080,Universal Studios Singapore Unlimited Pass Standard Ticket
Standard Ticket,125.0,SGD,11577,1447125,Universal Studios Singapore Unlimited Pass Standard Ticket
Adult Ticket,127.0,SGD,859,109093,Universal Studios Singapore Tickets + S.E.A. Aquarium Admission Ticket Adult Ticket
Child Ticket,95.0,SGD,195,18525,Universal Studios Singapore Tickets + S.E.A. Aquarium Admission Ticket Child Ticket
Adult Ticket,167.0,SGD,374,62458,Adventure Cove Waterpark Admission Ticket + Universal Studios Singapore Ticket + S.E.A. Aquarium Ticket Adult Ticket
Child Ticket,127.0,SGD,187,23749,Adventure Cove Waterpark Admission Ticket + Universal Studios Singapore Ticket + S.E.A. Aquarium Ticket Child Ticket
Adult Ticket,123.0,SGD,60,7380,Adventure Cove Waterpark 1-Day Ticket + Universal Studios Singapore Ticket Adult Ticket
Child Ticket,94.0,SGD,30,2820,Adventure Cove Waterpark 1-Day Ticket + Universal Studios Singapore Ticket Child Ticket
Adult Ticket,112.0,SGD,94,10528,Universal Studios Singapore + Singapore Cable Car Sky Pass Round Trip Ticket Adult Ticket
Child Ticket,83.0,SGD,6,498,Universal Studios Singapore + Singapore Cable Car Sky Pass Round Trip Ticket Child Ticket
Child Ticket,116.0,SGD,36,4176,S.E.A. Aquarium ticket + Universal Studios Singapore ticket + Singapore Cable Car ticket Child Ticket
Adult Ticket,156.0,SGD,133,20748,S.E.A. Aquarium ticket + Universal Studios Singapore ticket + Singapore Cable Car ticket Adult Ticket
Adult Ticket,128.0,SGD,21,2688,Universal Studios Singapore + Singapore Zoo Admission Ticket Adult Ticket
Child Ticket,98.0,SGD,5,490,Universal Studios Singapore + Singapore Zoo Admission Ticket Child Ticket
Adult Ticket,132.5,SGD,126,16632,Universal Studios Singapore + Night Safari Admission Ticket Adult Ticket
Child Ticket,100.0,SGD,26,2600,Universal Studios Singapore + Night Safari Admission Ticket Child Ticket
Adult Ticket,125.0,SGD,8,1000,River Wonders + Universal Studios Singapore Ticket Adult Ticket
Child Ticket,92.0,SGD,2,184,River Wonders + Universal Studios Singapore Ticket Child Ticket
Adult Ticket,100.1,SGD,129,12900,Universal Studios Singapore + Wings of Time Ticket (Standard Seat) Adult Ticket
Child Ticket,79.1,SGD,21,1659,Universal Studios Singapore + Wings of Time Ticket (Standard Seat) Child Ticket
Adult Ticket,123.0,SGD,16,1968,Singapore Flyer Ticket + Time Capsule Experience + Universal Studios Singapore Ticket Adult Ticket
Child Ticket,87.0,SGD,2,174,Singapore Flyer Ticket + Time Capsule Experience + Universal Studios Singapore Ticket Child Ticket
Adult Ticket,167.0,SGD,30,5010,S.E.A. Aquarium ticket + Universal Studios Singapore ticket + Singapore Flyer ticket Adult Ticket
Child Ticket,120.0,SGD,15,1800,S.E.A. Aquarium ticket + Universal Studios Singapore ticket + Singapore Flyer ticket Child Ticket
Adult Ticket,115.0,SGD,163,18745,Gardens by the Bay Flower Dome + Cloud Forest Ticket + Universal Studios Singapore Ticket Adult Ticket
Child Ticket,83.0,SGD,19,1577,Gardens by the Bay Flower Dome + Cloud Forest Ticket + Universal Studios Singapore Ticket Child Ticket
Adult Ticket,98.0,SGD,147,14406,Universal Studios Singapore Admission Ticket + Chinese New Year Combo Meal + Shopping Voucher Adult Ticket
Child Ticket,78.0,SGD,37,2886,Universal Studios Singapore Admission Ticket + Chinese New Year Combo Meal + Shopping Voucher Child Ticket
Standard Ticket,10.0,SGD,14,140,Universal Studios Singapore 3D Ice Cream Standard Ticket-Merlion Ice Cream
Standard Ticket,3.0,SGD,100,300,Universal Studios Singapore SGD5 USS Retail Voucher (Minimum Spend SGD25 per Voucher) Standard Ticket
Standard Ticket,15.0,SGD,58,870,Universal Studios Singapore /S.E.A. Aquarium/Adventure Cove Waterpark 6R DIGIPHOTO REDEMPTION VOUCHER Standard Ticket
